1717633860.100387	0	0	0
1717633860.6304178	0.0	4.0	1
1717633860.9395268	0.0	4.0	-1.2
1717633863.343245	0.0	4.0	1
1717633863.7535732	0.0	6.0	1
1717633864.063286	0.0	6.0	-1.2
1717633866.43875	0.0	6.0	1
1717633866.8494358	0.0	8.0	1
1717633867.1596951	0.0	8.0	-1.2
1717633869.547988	0.0	8.0	1
1717633869.857742	0.0	10.0	1
1717633870.168187	0.0	10.0	-1.2
1717633872.549591	0.0	10.0	1
1717633872.9616508	0.0	12.0	1
1717633873.2709389	0.0	12.0	-1.2
1717633875.662816	0.0	12.0	1
1717633876.175492	2.0	4.0	1
1717633876.4856908	2.0	4.0	-1.2
1717633878.879669	2.0	4.0	1
1717633879.290995	2.0	6.0	1
1717633879.600339	2.0	6.0	-1.2
1717633881.989568	2.0	6.0	1
1717633882.40077	2.0	8.0	1
1717633882.709976	2.0	8.0	-1.2
1717633885.1034088	2.0	8.0	1
1717633885.514218	2.0	10.0	1
1717633885.824778	2.0	10.0	-1.2
1717633888.217618	2.0	10.0	1
1717633888.5279381	2.0	12.0	1
1717633888.837461	2.0	12.0	-1.2
1717633891.2239842	2.0	12.0	1
1717633891.838597	4.0	0.0	1
1717633892.148844	4.0	0.0	-1.2
1717633894.5396428	4.0	0.0	1
1717633894.9502988	4.0	2.0	1
1717633895.2605922	4.0	2.0	-1.2
1717633897.646512	4.0	2.0	1
1717633897.955797	4.0	4.0	1
1717633898.265217	4.0	4.0	-1.2
1717633900.660471	4.0	4.0	1
1717633900.969235	4.0	6.0	1
1717633901.279198	4.0	6.0	-1.2
1717633903.663178	4.0	6.0	1
1717633904.0749319	4.0	8.0	1
1717633904.385331	4.0	8.0	-1.2
1717633906.7684119	4.0	8.0	1
1717633907.078805	4.0	10.0	1
1717633907.389163	4.0	10.0	-1.2
1717633909.781612	4.0	10.0	1
1717633910.194188	4.0	12.0	1
1717633910.5040379	4.0	12.0	-1.2
1717633912.887771	4.0	12.0	1
1717633913.19816	4.0	14.0	1
1717633913.5086238	4.0	14.0	-1.2
1717633915.90415	4.0	14.0	1
1717633916.313866	4.0	16.0	1
1717633916.623374	4.0	16.0	-1.2
1717633919.012074	4.0	16.0	1
1717633919.727253	6.0	0.0	1
1717633920.038239	6.0	0.0	-1.2
1717633922.4360042	6.0	0.0	1
1717633922.847084	6.0	2.0	1
1717633923.15768	6.0	2.0	-1.2
1717633925.5557299	6.0	2.0	1
1717633925.86518	6.0	4.0	1
1717633926.174154	6.0	4.0	-1.2
1717633928.563175	6.0	4.0	1
1717633928.975498	6.0	6.0	1
1717633929.286027	6.0	6.0	-1.2
1717633931.674348	6.0	6.0	1
1717633932.08575	6.0	8.0	1
1717633932.395854	6.0	8.0	-1.2
1717633934.792875	6.0	8.0	1
1717633935.101727	6.0	10.0	1
1717633935.4119759	6.0	10.0	-1.2
1717633937.8023198	6.0	10.0	1
1717633938.112958	6.0	12.0	1
1717633938.423149	6.0	12.0	-1.2
1717633940.8112378	6.0	12.0	1
1717633941.222817	6.0	14.0	1
1717633941.533343	6.0	14.0	-1.2
1717633943.930837	6.0	14.0	1
1717633944.341832	6.0	16.0	1
1717633944.651757	6.0	16.0	-1.2
1717633947.042586	6.0	16.0	1
1717633947.757313	8.0	0.0	1
1717633948.06738	8.0	0.0	-1.2
1717633950.459024	8.0	0.0	1
1717633950.7683468	8.0	2.0	1
1717633951.079248	8.0	2.0	-1.2
1717633953.466294	8.0	2.0	1
1717633953.878209	8.0	4.0	1
1717633954.188559	8.0	4.0	-1.2
1717633956.5780091	8.0	4.0	1
1717633956.988988	8.0	6.0	1
1717633957.2994251	8.0	6.0	-1.2
1717633959.6917708	8.0	6.0	1
1717633960.103946	8.0	8.0	1
1717633960.414539	8.0	8.0	-1.2
1717633962.803216	8.0	8.0	1
1717633963.2132459	8.0	10.0	1
1717633963.523178	8.0	10.0	-1.2
1717633965.917335	8.0	10.0	1
1717633966.2278788	8.0	12.0	1
1717633966.5377731	8.0	12.0	-1.2
1717633968.926538	8.0	12.0	1
1717633969.338565	8.0	14.0	1
1717633969.648313	8.0	14.0	-1.2
1717633972.040822	8.0	14.0	1
1717633972.35123	8.0	16.0	1
1717633972.659991	8.0	16.0	-1.2
1717633975.048834	8.0	16.0	1
1717633975.763485	10.0	0.0	1
1717633976.0740218	10.0	0.0	-1.2
1717633978.467068	10.0	0.0	1
1717633978.776916	10.0	2.0	1
1717633979.0863092	10.0	2.0	-1.2
1717633981.480481	10.0	2.0	1
1717633981.790771	10.0	4.0	1
1717633982.101325	10.0	4.0	-1.2
1717633984.493195	10.0	4.0	1
1717633984.803164	10.0	6.0	1
1717633985.11363	10.0	6.0	-1.2
1717633987.500551	10.0	6.0	1
1717633987.810688	10.0	8.0	1
1717633988.1204429	10.0	8.0	-1.2
1717633990.511662	10.0	8.0	1
1717633990.822349	10.0	10.0	1
1717633991.1329432	10.0	10.0	-1.2
1717633993.525428	10.0	10.0	1
1717633993.834323	10.0	12.0	1
1717633994.1454332	10.0	12.0	-1.2
1717633996.529996	10.0	12.0	1
1717633996.9417741	10.0	14.0	1
1717633997.251538	10.0	14.0	-1.2
1717633999.641239	10.0	14.0	1
1717634000.053306	10.0	16.0	1
1717634000.365023	10.0	16.0	-1.2
1717634002.7551491	10.0	16.0	1
1717634003.473501	12.0	0.0	1
1717634003.783572	12.0	0.0	-1.2
1717634006.173038	12.0	0.0	1
1717634006.5841432	12.0	2.0	1
1717634006.894484	12.0	2.0	-1.2
1717634009.274732	12.0	2.0	1
1717634009.68513	12.0	4.0	1
1717634009.9943879	12.0	4.0	-1.2
1717634012.387743	12.0	4.0	1
1717634012.6983109	12.0	6.0	1
1717634013.0088	12.0	6.0	-1.2
1717634015.395104	12.0	6.0	1
1717634015.806803	12.0	8.0	1
1717634016.117596	12.0	8.0	-1.2
1717634018.5113611	12.0	8.0	1
1717634018.8222342	12.0	10.0	1
1717634019.132133	12.0	10.0	-1.2
1717634021.517494	12.0	10.0	1
1717634021.8270972	12.0	12.0	1
1717634022.1378078	12.0	12.0	-1.2
1717634024.532449	12.0	12.0	1
1717634024.944136	12.0	14.0	1
1717634025.2536068	12.0	14.0	-1.2
1717634027.6446989	12.0	14.0	1
1717634028.056452	12.0	16.0	1
1717634028.3666189	12.0	16.0	-1.2
1717634030.750819	12.0	16.0	1
1717634031.3657181	14.0	4.0	1
1717634031.6761742	14.0	4.0	-1.2
1717634034.067852	14.0	4.0	1
1717634034.377909	14.0	6.0	1
1717634034.6881	14.0	6.0	-1.2
1717634037.0785978	14.0	6.0	1
1717634037.388747	14.0	8.0	1
1717634037.698878	14.0	8.0	-1.2
1717634040.091605	14.0	8.0	1
1717634040.50284	14.0	10.0	1
1717634040.812778	14.0	10.0	-1.2
1717634043.2078679	14.0	10.0	1
1717634043.619732	14.0	12.0	1
1717634043.930511	14.0	12.0	-1.2
1717634046.322058	14.0	12.0	1
1717634046.936484	16.0	4.0	1
1717634047.2459662	16.0	4.0	-1.2
1717634049.634481	16.0	4.0	1
1717634049.944306	16.0	6.0	1
1717634050.255688	16.0	6.0	-1.2
1717634052.644932	16.0	6.0	1
1717634053.0562282	16.0	8.0	1
1717634053.3665931	16.0	8.0	-1.2
1717634055.756843	16.0	8.0	1
1717634056.066923	16.0	10.0	1
1717634056.377616	16.0	10.0	-1.2
1717634058.767085	16.0	10.0	1
1717634059.078274	16.0	12.0	1
1717634059.388795	16.0	12.0	-1.2
1717634061.779518	16.0	12.0	1
1717634062.495849	0.0	4.0	1
1717634062.806175	0.0	4.0	-1.4
1717634065.190619	0.0	4.0	1
1717634065.501152	0.0	6.0	1
1717634065.8118951	0.0	6.0	-1.4
1717634068.212906	0.0	6.0	1
1717634068.523895	0.0	8.0	1
1717634068.834539	0.0	8.0	-1.4
1717634071.224878	0.0	8.0	1
1717634071.63571	0.0	10.0	1
1717634071.9455302	0.0	10.0	-1.4
1717634074.337891	0.0	10.0	1
1717634074.749724	0.0	12.0	1
1717634075.060097	0.0	12.0	-1.4
1717634077.445837	0.0	12.0	1
1717634078.0593312	2.0	4.0	1
1717634078.3700988	2.0	4.0	-1.4
1717634080.7600331	2.0	4.0	1
1717634081.1716821	2.0	6.0	1
1717634081.481855	2.0	6.0	-1.4
1717634083.872362	2.0	6.0	1
1717634084.2838342	2.0	8.0	1
1717634084.5938492	2.0	8.0	-1.4
1717634086.978223	2.0	8.0	1
1717634087.288372	2.0	10.0	1
1717634087.598409	2.0	10.0	-1.4
1717634089.994442	2.0	10.0	1
1717634090.4066172	2.0	12.0	1
1717634090.716615	2.0	12.0	-1.4
1717634093.108005	2.0	12.0	1
1717634093.823982	4.0	0.0	1
1717634094.133474	4.0	0.0	-1.4
1717634096.520759	4.0	0.0	1
1717634096.931832	4.0	2.0	1
1717634097.241687	4.0	2.0	-1.4
1717634099.620362	4.0	2.0	1
1717634099.9308732	4.0	4.0	1
1717634100.240682	4.0	4.0	-1.4
1717634102.6264582	4.0	4.0	1
1717634103.036653	4.0	6.0	1
1717634103.346837	4.0	6.0	-1.4
1717634105.72705	4.0	6.0	1
1717634106.037944	4.0	8.0	1
1717634106.348337	4.0	8.0	-1.4
1717634108.73566	4.0	8.0	1
1717634109.045835	4.0	10.0	1
1717634109.356666	4.0	10.0	-1.4
1717634111.7478158	4.0	10.0	1
1717634112.057745	4.0	12.0	1
1717634112.3680298	4.0	12.0	-1.4
1717634114.754205	4.0	12.0	1
1717634115.1656709	4.0	14.0	1
1717634115.475381	4.0	14.0	-1.4
1717634117.868515	4.0	14.0	1
1717634118.2804632	4.0	16.0	1
1717634118.5907998	4.0	16.0	-1.4
1717634120.975762	4.0	16.0	1
1717634121.689064	6.0	0.0	1
1717634121.998134	6.0	0.0	-1.4
1717634124.385646	6.0	0.0	1
1717634124.797992	6.0	2.0	1
1717634125.108924	6.0	2.0	-1.4
1717634127.506882	6.0	2.0	1
1717634127.816074	6.0	4.0	1
1717634128.1265721	6.0	4.0	-1.4
1717634130.513899	6.0	4.0	1
1717634130.925351	6.0	6.0	1
1717634131.234373	6.0	6.0	-1.4
1717634133.622786	6.0	6.0	1
1717634134.033342	6.0	8.0	1
1717634134.343939	6.0	8.0	-1.4
1717634136.744222	6.0	8.0	1
1717634137.054867	6.0	10.0	1
1717634137.365747	6.0	10.0	-1.4
1717634139.7562728	6.0	10.0	1
1717634140.1667562	6.0	12.0	1
1717634140.477092	6.0	12.0	-1.4
1717634142.866285	6.0	12.0	1
1717634143.277981	6.0	14.0	1
1717634143.588495	6.0	14.0	-1.4
1717634145.9807842	6.0	14.0	1
1717634146.392493	6.0	16.0	1
1717634146.702687	6.0	16.0	-1.4
1717634149.091326	6.0	16.0	1
1717634149.805685	8.0	0.0	1
1717634150.115679	8.0	0.0	-1.4
1717634152.502458	8.0	0.0	1
1717634152.813121	8.0	2.0	1
1717634153.123317	8.0	2.0	-1.4
1717634155.512414	8.0	2.0	1
1717634155.822735	8.0	4.0	1
1717634156.132899	8.0	4.0	-1.4
1717634158.523105	8.0	4.0	1
1717634158.832389	8.0	6.0	1
1717634159.141901	8.0	6.0	-1.4
1717634161.528318	8.0	6.0	1
1717634161.839641	8.0	8.0	1
1717634162.1493278	8.0	8.0	-1.4
1717634164.534933	8.0	8.0	1
1717634164.946521	8.0	10.0	1
1717634165.2565749	8.0	10.0	-1.4
1717634167.653578	8.0	10.0	1
1717634168.066338	8.0	12.0	1
1717634168.3763998	8.0	12.0	-1.4
1717634170.7744231	8.0	12.0	1
1717634171.1864069	8.0	14.0	1
1717634171.4967282	8.0	14.0	-1.4
1717634173.887879	8.0	14.0	1
1717634174.29861	8.0	16.0	1
1717634174.609011	8.0	16.0	-1.4
1717634177.000911	8.0	16.0	1
1717634177.721757	10.0	0.0	1
1717634178.0357928	10.0	0.0	-1.4
1717634180.436812	10.0	0.0	1
1717634180.851677	10.0	2.0	1
1717634181.1635242	10.0	2.0	-1.4
1717634183.5613272	10.0	2.0	1
1717634183.976842	10.0	4.0	1
1717634184.287542	10.0	4.0	-1.4
1717634186.675682	10.0	4.0	1
1717634186.9894478	10.0	6.0	1
1717634187.301218	10.0	6.0	-1.4
1717634189.706424	10.0	6.0	1
1717634190.1190479	10.0	8.0	1
1717634190.431376	10.0	8.0	-1.4
1717634192.836802	10.0	8.0	1
1717634193.149209	10.0	10.0	1
1717634193.4617689	10.0	10.0	-1.4
1717634195.8574212	10.0	10.0	1
1717634196.169152	10.0	12.0	1
1717634196.479321	10.0	12.0	-1.4
1717634198.869878	10.0	12.0	1
1717634199.282729	10.0	14.0	1
1717634199.596035	10.0	14.0	-1.4
1717634201.981597	10.0	14.0	1
1717634202.294212	10.0	16.0	1
1717634202.60807	10.0	16.0	-1.4
1717634205.0001369	10.0	16.0	1
1717634205.719923	12.0	0.0	1
1717634206.0324538	12.0	0.0	-1.4
1717634208.4312372	12.0	0.0	1
1717634208.84215	12.0	2.0	1
1717634209.152472	12.0	2.0	-1.4
1717634211.547667	12.0	2.0	1
1717634211.9614441	12.0	4.0	1
1717634212.274	12.0	4.0	-1.4
1717634214.660256	12.0	4.0	1
1717634214.972196	12.0	6.0	1
1717634215.286191	12.0	6.0	-1.4
1717634217.689111	12.0	6.0	1
1717634218.002634	12.0	8.0	1
1717634218.315056	12.0	8.0	-1.4
1717634220.701368	12.0	8.0	1
1717634221.116668	12.0	10.0	1
1717634221.428685	12.0	10.0	-1.4
1717634223.8147452	12.0	10.0	1
1717634224.231023	12.0	12.0	1
1717634224.542752	12.0	12.0	-1.4
1717634226.929642	12.0	12.0	1
1717634227.343225	12.0	14.0	1
1717634227.6552231	12.0	14.0	-1.4
1717634230.049559	12.0	14.0	1
1717634230.4622889	12.0	16.0	1
1717634230.776053	12.0	16.0	-1.4
1717634233.167428	12.0	16.0	1
1717634233.8878999	14.0	4.0	1
1717634234.1998012	14.0	4.0	-1.4
1717634236.5920498	14.0	4.0	1
1717634237.005972	14.0	6.0	1
1717634237.3202078	14.0	6.0	-1.4
1717634239.7200441	14.0	6.0	1
1717634240.133288	14.0	8.0	1
1717634240.4481761	14.0	8.0	-1.4
1717634242.8487391	14.0	8.0	1
1717634243.2638311	14.0	10.0	1
1717634243.577821	14.0	10.0	-1.4
1717634245.9758122	14.0	10.0	1
1717634246.2881951	14.0	12.0	1
1717634246.600477	14.0	12.0	-1.4
1717634248.9892402	14.0	12.0	1
1717634249.6065788	16.0	4.0	1
1717634249.918397	16.0	4.0	-1.4
1717634252.3124611	16.0	4.0	1
1717634252.6279712	16.0	6.0	1
1717634252.940547	16.0	6.0	-1.4
1717634255.332711	16.0	6.0	1
1717634255.6456032	16.0	8.0	1
1717634255.958189	16.0	8.0	-1.4
1717634258.3596349	16.0	8.0	1
1717634258.775349	16.0	10.0	1
1717634259.087827	16.0	10.0	-1.4
1717634261.4852722	16.0	10.0	1
1717634261.796284	16.0	12.0	1
1717634262.106169	16.0	12.0	-1.4
1717634264.500819	16.0	12.0	1
1717634265.222362	0.0	4.0	1
1717634265.535807	0.0	4.0	-1.5999999999999999
1717634267.931363	0.0	4.0	1
1717634268.243882	0.0	6.0	1
1717634268.5557451	0.0	6.0	-1.5999999999999999
1717634270.9540648	0.0	6.0	1
1717634271.266805	0.0	8.0	1
1717634271.578687	0.0	8.0	-1.5999999999999999
1717634273.976841	0.0	8.0	1
1717634274.390257	0.0	10.0	1
1717634274.705067	0.0	10.0	-1.5999999999999999
1717634277.099968	0.0	10.0	1
1717634277.514205	0.0	12.0	1
1717634277.827361	0.0	12.0	-1.5999999999999999
1717634280.2237	0.0	12.0	1
1717634280.843178	2.0	4.0	1
1717634281.156557	2.0	4.0	-1.5999999999999999
1717634283.543391	2.0	4.0	1
1717634283.854448	2.0	6.0	1
1717634284.167924	2.0	6.0	-1.5999999999999999
1717634286.5595672	2.0	6.0	1
1717634286.973252	2.0	8.0	1
1717634287.28761	2.0	8.0	-1.5999999999999999
1717634289.684308	2.0	8.0	1
1717634290.0998669	2.0	10.0	1
1717634290.413992	2.0	10.0	-1.5999999999999999
1717634292.810826	2.0	10.0	1
1717634293.225336	2.0	12.0	1
1717634293.538795	2.0	12.0	-1.5999999999999999
1717634295.930961	2.0	12.0	1
1717634296.6539679	4.0	0.0	1
1717634296.968686	4.0	0.0	-1.5999999999999999
1717634299.368819	4.0	0.0	1
1717634299.783767	4.0	2.0	1
1717634300.09609	4.0	2.0	-1.5999999999999999
1717634302.494717	4.0	2.0	1
1717634302.9098182	4.0	4.0	1
1717634303.222146	4.0	4.0	-1.5999999999999999
1717634305.6219351	4.0	4.0	1
1717634305.9326138	4.0	6.0	1
1717634306.2472582	4.0	6.0	-1.5999999999999999
1717634308.641166	4.0	6.0	1
1717634309.0529878	4.0	8.0	1
1717634309.366873	4.0	8.0	-1.5999999999999999
1717634311.762107	4.0	8.0	1
1717634312.177696	4.0	10.0	1
1717634312.491644	4.0	10.0	-1.5999999999999999
1717634314.891691	4.0	10.0	1
1717634315.308363	4.0	12.0	1
1717634315.6232152	4.0	12.0	-1.5999999999999999
1717634318.019725	4.0	12.0	1
1717634318.33276	4.0	14.0	1
1717634318.6465201	4.0	14.0	-1.5999999999999999
1717634321.043355	4.0	14.0	1
1717634321.356214	4.0	16.0	1
1717634321.667179	4.0	16.0	-1.5999999999999999
1717634324.061724	4.0	16.0	1
1717634324.781769	6.0	0.0	1
1717634325.096053	6.0	0.0	-1.5999999999999999
1717634327.495105	6.0	0.0	1
1717634327.911148	6.0	2.0	1
1717634328.224593	6.0	2.0	-1.5999999999999999
1717634330.608737	6.0	2.0	1
1717634331.020788	6.0	4.0	1
1717634331.335378	6.0	4.0	-1.5999999999999999
1717634333.716037	6.0	4.0	1
1717634334.132232	6.0	6.0	1
1717634334.445185	6.0	6.0	-1.5999999999999999
1717634336.837461	6.0	6.0	1
1717634337.252776	6.0	8.0	1
1717634337.5676	6.0	8.0	-1.5999999999999999
1717634339.964885	6.0	8.0	1
1717634340.278666	6.0	10.0	1
1717634340.593448	6.0	10.0	-1.5999999999999999
1717634342.987683	6.0	10.0	1
1717634343.4004102	6.0	12.0	1
1717634343.7137861	6.0	12.0	-1.5999999999999999
1717634346.110925	6.0	12.0	1
1717634346.424543	6.0	14.0	1
1717634346.7390988	6.0	14.0	-1.5999999999999999
1717634349.1365929	6.0	14.0	1
1717634349.5484118	6.0	16.0	1
1717634349.862463	6.0	16.0	-1.5999999999999999
1717634352.258283	6.0	16.0	1
1717634352.9758358	8.0	0.0	1
1717634353.288641	8.0	0.0	-1.5999999999999999
1717634355.6840599	8.0	0.0	1
1717634356.1002922	8.0	2.0	1
1717634356.411558	8.0	2.0	-1.5999999999999999
1717634358.801965	8.0	2.0	1
1717634359.217707	8.0	4.0	1
1717634359.531852	8.0	4.0	-1.5999999999999999
1717634361.920094	8.0	4.0	1
1717634362.335743	8.0	6.0	1
1717634362.64933	8.0	6.0	-1.5999999999999999
1717634365.049325	8.0	6.0	1
1717634365.360887	8.0	8.0	1
1717634365.675286	8.0	8.0	-1.5999999999999999
1717634368.072831	8.0	8.0	1
1717634368.488318	8.0	10.0	1
1717634368.8018079	8.0	10.0	-1.5999999999999999
1717634371.203321	8.0	10.0	1
1717634371.5144908	8.0	12.0	1
1717634371.8291929	8.0	12.0	-1.5999999999999999
1717634374.227442	8.0	12.0	1
1717634374.5388951	8.0	14.0	1
1717634374.852833	8.0	14.0	-1.5999999999999999
1717634377.2476318	8.0	14.0	1
1717634377.659588	8.0	16.0	1
1717634377.973854	8.0	16.0	-1.5999999999999999
1717634380.368876	8.0	16.0	1
1717634381.089167	10.0	0.0	1
1717634381.402409	10.0	0.0	-1.5999999999999999
1717634383.7956748	10.0	0.0	1
1717634384.109341	10.0	2.0	1
1717634384.4244878	10.0	2.0	-1.5999999999999999
1717634386.8219452	10.0	2.0	1
1717634387.236959	10.0	4.0	1
1717634387.549797	10.0	4.0	-1.5999999999999999
1717634389.945717	10.0	4.0	1
1717634390.360188	10.0	6.0	1
1717634390.6742258	10.0	6.0	-1.5999999999999999
1717634393.071309	10.0	6.0	1
1717634393.4863691	10.0	8.0	1
1717634393.798848	10.0	8.0	-1.5999999999999999
1717634396.179723	10.0	8.0	1
1717634396.592917	10.0	10.0	1
1717634396.905252	10.0	10.0	-1.5999999999999999
1717634399.302191	10.0	10.0	1
1717634399.7179992	10.0	12.0	1
1717634400.032804	10.0	12.0	-1.5999999999999999
1717634402.42509	10.0	12.0	1
1717634402.8410408	10.0	14.0	1
1717634403.153975	10.0	14.0	-1.5999999999999999
1717634405.551261	10.0	14.0	1
1717634405.967511	10.0	16.0	1
1717634406.281578	10.0	16.0	-1.5999999999999999
1717634408.678035	10.0	16.0	1
1717634409.398761	12.0	0.0	1
1717634409.712332	12.0	0.0	-1.5999999999999999
1717634412.101713	12.0	0.0	1
1717634412.5161548	12.0	2.0	1
1717634412.830146	12.0	2.0	-1.5999999999999999
1717634415.2262359	12.0	2.0	1
1717634415.540004	12.0	4.0	1
1717634415.8551629	12.0	4.0	-1.5999999999999999
1717634418.24648	12.0	4.0	1
1717634418.558439	12.0	6.0	1
1717634418.872389	12.0	6.0	-1.5999999999999999
1717634421.269577	12.0	6.0	1
1717634421.580384	12.0	8.0	1
1717634421.894233	12.0	8.0	-1.5999999999999999
