1717620527.481459	0	0	0
1717620528.013352	0.0	4.0	1
1717620528.326097	0.0	4.0	-1.2
1717620530.639617	0.0	4.0	1
1717620531.054216	0.0	6.0	1
1717620531.366901	0.0	6.0	-1.2
1717620533.680351	0.0	6.0	1
1717620533.9920409	0.0	8.0	1
1717620534.3042932	0.0	8.0	-1.2
1717620536.617524	0.0	8.0	1
1717620537.0318751	0.0	10.0	1
1717620537.343019	0.0	10.0	-1.2
1717620539.656182	0.0	10.0	1
1717620540.0694652	0.0	12.0	1
1717620540.380918	0.0	12.0	-1.2
1717620542.6926851	0.0	12.0	1
1717620543.308768	2.0	4.0	1
1717620543.620171	2.0	4.0	-1.2
1717620545.934245	2.0	4.0	1
1717620546.3495	2.0	6.0	1
1717620546.661889	2.0	6.0	-1.2
1717620548.9729521	2.0	6.0	1
1717620549.2844758	2.0	8.0	1
1717620549.596709	2.0	8.0	-1.2
1717620551.9090052	2.0	8.0	1
1717620552.32345	2.0	10.0	1
1717620552.636346	2.0	10.0	-1.2
1717620554.949592	2.0	10.0	1
1717620555.3648949	2.0	12.0	1
1717620555.677074	2.0	12.0	-1.2
1717620557.990954	2.0	12.0	1
1717620558.711481	4.0	0.0	1
1717620559.023048	4.0	0.0	-1.2
1717620561.334864	4.0	0.0	1
1717620561.750834	4.0	2.0	1
1717620562.063023	4.0	2.0	-1.2
1717620564.3752398	4.0	2.0	1
1717620564.686722	4.0	4.0	1
1717620564.998701	4.0	4.0	-1.2
1717620567.312057	4.0	4.0	1
