1717620753.9551182	1	72.45	-85.5	86.15	22.06
1717620753.9551182	2	-39.0	20.7	78.17	23.87
1717620753.9551182	3	98.1	25.65	105.51	25.24
1717620753.9551182	4	-133.8	-68.55	71.39	25.75
1717620753.9551182	5	76.35	-140.4	94.86	24.65
1717620753.958833	1	76.65	-86.25	87.85	21.97
1717620753.958833	2	-43.05	11.7	75.99	23.67
1717620753.958833	3	97.05	26.4	105.75	25.38
1717620753.958833	4	-137.55	-67.95	83.73	25.62
1717620753.958833	5	64.2	-140.1	84.94	24.49
1717620753.962085	1	69.9	-88.05	97.04	21.92
1717620753.962085	2	-43.2	11.4	80.59	23.81
1717620753.962085	3	93.6	25.95	101.16	25.33
1717620753.962085	4	-133.05	-71.85	79.86	25.6
1717620753.962085	5	72.3	-134.25	82.52	24.73
1717620753.966352	1	73.2	-93.75	96.32	21.84
1717620753.966352	2	-39.45	18.3	86.39	23.92
1717620753.966352	3	98.25	32.85	102.12	25.29
1717620753.966352	4	-138.9	-66.6	78.17	25.58
1717620753.966352	5	69.6	-142.8	88.81	24.67
1717620753.9711192	1	68.85	-88.8	83.25	21.92
1717620753.9711192	2	-36.6	21.15	78.89	23.78
1717620753.9711192	3	99.6	29.1	100.67	25.24
1717620753.9711192	4	-132.45	-70.05	78.17	25.77
1717620753.9711192	5	67.35	-134.7	85.43	24.56
1717620753.9777448	1	72.75	-86.7	85.91	22.17
1717620753.9777448	2	-43.95	15.0	70.66	23.72
1717620753.9777448	3	99.9	26.7	101.64	25.38
1717620753.9777448	4	-145.5	-68.25	91.96	25.55
1717620753.9777448	5	74.1	-134.4	91.23	24.78
1717620753.979189	1	64.2	-90.9	82.04	21.97
1717620753.979189	2	-44.85	19.65	81.07	23.74
1717620753.979189	3	102.75	25.5	97.28	25.46
1717620753.979189	4	-145.8	-73.05	80.1	25.62
1717620753.979189	5	70.2	-137.55	85.18	24.51
1717620753.9822268	1	69.6	-89.55	83.49	21.95
1717620753.9822268	2	-48.3	16.8	81.07	23.78
1717620753.9822268	3	93.0	24.45	101.16	25.4
1717620753.9822268	4	-138.0	-69.9	75.75	25.62
1717620753.9822268	5	68.55	-131.85	92.69	24.76
1717620753.986162	1	72.15	-90.0	76.96	22.01
1717620753.986162	2	-43.65	12.75	82.04	23.85
1717620753.986162	3	97.5	25.95	101.16	25.46
1717620753.986162	4	-133.95	-69.45	79.86	25.71
1717620753.986162	5	68.55	-140.7	77.44	24.47
1717620754.075915	1	71.7	-98.55	85.18	22.01
1717620754.075915	2	-45.0	18.9	83.25	23.52
1717620754.075915	3	102.45	22.65	100.91	25.38
1717620754.075915	4	-137.55	-66.3	77.2	25.71
1717620754.075915	5	69.15	-134.85	86.39	24.58
1717620754.078188	1	77.85	-93.45	90.02	21.95
1717620754.078188	2	-46.8	14.85	84.7	23.85
1717620754.078188	3	98.1	21.15	95.35	25.49
1717620754.078188	4	-138.45	-69.6	82.52	25.66
1717620754.078188	5	69.75	-137.7	81.07	24.73
1717620754.0801	1	73.35	-94.65	86.15	21.99
1717620754.0801	2	-44.1	16.35	74.05	23.74
1717620754.0801	3	100.35	26.4	98.98	25.46
1717620754.0801	4	-147.3	-68.7	83.97	25.58
1717620754.0801	5	71.85	-139.35	90.02	24.65
1717620754.081825	1	69.15	-89.25	93.65	22.08
1717620754.081825	2	-45.15	16.2	76.23	23.85
1717620754.081825	3	104.85	23.25	91.96	25.29
1717620754.081825	4	-138.3	-69.75	79.38	25.73
1717620754.081825	5	72.3	-139.95	83.97	24.6
1717620754.083455	1	69.15	-87.0	83.49	21.97
1717620754.083455	2	-43.5	15.15	77.2	23.69
1717620754.083455	3	98.55	22.95	102.61	25.46
1717620754.083455	4	-136.8	-69.15	83.25	25.69
1717620754.083455	5	68.1	-138.9	93.9	24.49
1717620754.085164	1	77.1	-96.3	94.14	21.95
1717620754.085164	2	-46.05	11.4	81.8	23.69
1717620754.085164	3	96.3	28.2	97.77	25.27
1717620754.085164	4	-134.25	-70.35	79.38	25.69
1717620754.085164	5	68.55	-140.4	89.06	24.69
1717620754.086678	1	73.65	-87.15	79.13	22.04
1717620754.086678	2	-36.3	15.75	85.18	23.94
1717620754.086678	3	97.05	30.9	107.69	25.53
1717620754.086678	4	-135.3	-69.15	74.78	25.55
1717620754.086678	5	70.95	-139.05	85.18	24.82
1717620754.0886421	1	73.35	-86.55	83.73	22.01
1717620754.0886421	2	-42.6	20.4	78.89	23.74
1717620754.0886421	3	93.0	25.65	97.04	25.33
1717620754.0886421	4	-134.7	-73.05	79.38	25.66
1717620754.0886421	5	68.85	-136.05	85.91	24.54
1717620754.0903418	1	73.5	-91.65	83.73	22.17
1717620754.0903418	2	-45.45	10.95	91.48	23.61
1717620754.0903418	3	98.7	25.2	94.14	25.31
1717620754.0903418	4	-145.2	-65.7	83.49	25.35
1717620754.0903418	5	73.2	-137.4	95.35	24.6
1717620754.09225	1	75.15	-87.3	89.78	22.12
1717620754.09225	2	-45.15	20.55	80.59	23.92
1717620754.09225	3	98.25	25.95	99.22	25.42
1717620754.09225	4	-133.95	-70.8	76.96	25.66
1717620754.09225	5	68.85	-137.55	93.17	24.65
1717620754.093195	1	73.05	-92.7	91.23	21.9
1717620754.093195	2	-42.9	18.0	77.68	23.65
1717620754.093195	3	97.2	30.0	101.4	25.51
1717620754.093195	4	-141.45	-74.85	86.39	25.51
1717620754.093195	5	72.6	-145.05	86.39	24.71
1717620754.094222	1	72.3	-86.55	89.78	22.04
1717620754.094222	2	-41.55	8.55	88.57	23.63
1717620754.094222	3	100.95	25.2	103.58	25.44
1717620754.094222	4	-139.65	-68.25	79.86	25.46
1717620754.094222	5	74.1	-135.45	87.36	24.54
1717620754.095236	1	72.6	-90.75	86.88	22.1
1717620754.095236	2	-44.7	10.35	80.1	23.5
1717620754.095236	3	97.2	23.1	106.48	25.42
1717620754.095236	4	-137.55	-73.65	75.5	25.64
1717620754.095236	5	67.8	-139.8	88.57	24.6
1717620754.09615	1	67.8	-87.15	95.59	22.12
1717620754.09615	2	-43.8	18.0	77.92	23.83
1717620754.09615	3	99.9	20.4	99.22	25.35
1717620754.09615	4	-137.7	-74.4	80.34	25.62
1717620754.09615	5	73.8	-131.85	88.09	24.51
1717620754.097208	1	72.15	-88.35	98.01	21.95
1717620754.097208	2	-42.3	17.1	76.96	23.72
1717620754.097208	3	102.9	20.55	99.95	25.46
1717620754.097208	4	-140.25	-73.05	83.97	25.42
1717620754.097208	5	66.15	-140.1	90.75	24.69
1717620754.0981681	1	68.7	-90.6	89.54	22.04
1717620754.0981681	2	-47.85	19.05	82.52	23.89
1717620754.0981681	3	95.55	29.25	102.61	25.46
1717620754.0981681	4	-135.9	-64.65	85.18	25.73
1717620754.0981681	5	75.0	-133.5	89.3	24.69
1717620754.0994802	1	71.85	-90.75	83.01	21.86
1717620754.0994802	2	-45.15	20.7	78.89	23.94
1717620754.0994802	3	93.15	27.3	100.67	25.11
1717620754.0994802	4	-136.35	-70.95	74.54	25.6
1717620754.0994802	5	72.9	-142.5	84.46	24.56
1717620754.100366	1	69.45	-89.55	86.88	22.04
1717620754.100366	2	-50.85	20.85	86.15	23.89
1717620754.100366	3	95.85	26.4	94.62	25.4
1717620754.100366	4	-136.5	-76.05	78.41	25.71
1717620754.100366	5	72.0	-132.3	84.94	24.67
1717620754.101311	1	66.0	-91.05	91.23	22.01
1717620754.101311	2	-45.75	13.5	78.17	23.98
1717620754.101311	3	100.8	24.75	94.14	25.42
1717620754.101311	4	-140.25	-70.95	77.92	25.66
1717620754.101311	5	71.4	-137.7	85.18	24.6
1717620754.102228	1	74.55	-93.15	94.62	22.06
1717620754.102228	2	-38.85	11.4	79.86	23.61
1717620754.102228	3	96.45	27.6	98.25	25.35
1717620754.102228	4	-135.75	-71.7	70.91	25.71
1717620754.102228	5	71.85	-137.7	75.26	24.67
1717620754.103755	1	73.8	-92.25	82.52	21.84
1717620754.103755	2	-42.0	16.05	83.25	23.52
1717620754.103755	3	97.05	27.0	103.82	25.55
1717620754.103755	4	-133.65	-62.4	73.33	25.62
1717620754.103755	5	73.95	-129.15	89.3	24.54
1717620754.104696	1	72.9	-93.75	88.81	21.95
1717620754.104696	2	-46.05	14.1	81.07	23.89
1717620754.104696	3	99.45	22.95	107.21	25.33
1717620754.104696	4	-145.65	-66.0	73.33	25.38
1717620754.104696	5	71.1	-142.05	89.3	24.65
1717620754.105718	1	74.25	-87.75	94.14	21.79
1717620754.105718	2	-47.25	17.4	88.09	23.72
1717620754.105718	3	100.8	25.8	103.09	25.46
1717620754.105718	4	-134.55	-74.1	78.65	25.6
1717620754.105718	5	70.65	-137.25	90.51	24.65
1717620754.10676	1	75.6	-93.3	87.12	21.88
1717620754.10676	2	-41.7	16.2	75.99	23.78
1717620754.10676	3	98.25	24.45	97.53	25.38
1717620754.10676	4	-138.75	-70.8	74.54	25.51
1717620754.10676	5	71.85	-134.7	93.9	24.73
1717620754.107739	1	70.95	-92.55	88.57	21.95
1717620754.107739	2	-48.3	15.6	87.12	23.65
1717620754.107739	3	101.25	28.2	103.09	25.35
1717620754.107739	4	-135.6	-74.7	85.91	25.38
1717620754.107739	5	71.55	-134.4	87.12	24.65
1717620754.108754	1	70.95	-91.8	86.88	21.88
1717620754.108754	2	-45.3	10.05	82.76	23.89
1717620754.108754	3	107.25	29.7	98.25	25.33
1717620754.108754	4	-141.0	-70.05	83.49	25.66
1717620754.108754	5	74.7	-136.2	89.06	24.45
1717620754.1098309	1	73.8	-89.85	85.18	21.95
1717620754.1098309	2	-44.7	17.55	79.62	23.92
1717620754.1098309	3	103.05	25.5	101.4	25.44
1717620754.1098309	4	-138.6	-71.7	88.81	25.51
1717620754.1098309	5	66.45	-129.9	92.44	24.56
1717620754.1108322	1	68.85	-93.9	82.52	22.01
1717620754.1108322	2	-42.0	16.35	84.94	23.92
1717620754.1108322	3	97.2	29.4	94.14	25.51
1717620754.1108322	4	-142.2	-70.05	82.76	25.55
1717620754.1108322	5	73.35	-137.25	88.33	24.58
1717620754.1134238	1	76.8	-94.65	78.41	22.04
1717620754.1134238	2	-38.85	20.25	79.86	23.5
1717620754.1134238	3	103.35	21.45	110.35	25.35
1717620754.1134238	4	-142.05	-69.45	77.68	25.58
1717620754.1134238	5	74.85	-144.15	85.67	24.67
1717620754.1157289	1	79.05	-91.2	83.01	21.97
1717620754.1157289	2	-47.85	9.6	82.28	23.76
1717620754.1157289	3	96.15	26.7	99.95	25.42
